,en,de,en_idiom,en_task,idiom_task
484,""" People should know in detail the risk factors and , above all , the measures to be taken to prevent cardiovascular disease .",""" Die Menschen sollten im Detail kennen die Risikofaktoren und vor allem , die Maßnahmen ergriffen werden , um Herz-Kreislauf-Krankheit zu verhindern .",to be in the know,"translate English to German with idiom: "" People should know in detail the risk factors and , above all , the measures to be taken to prevent cardiovascular disease .","<pad> Idiom: "" Die Menschen sollten die Risikofaktoren und vor allem die Maßnahmen zur Verhütung von Herz-Kreislauf-Erkrankungen genau kennen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
485,Only with your explicit consent do we pass on personal information to third parties ( e.g.,"Nur mit Ihrer ausdrücklichen Einwilligung geben wir Ihre personenbezogenen Daten an Dritte ( z.B. unsere Distributoren ) weiter , insbesondere dann , wenn diese Dritten außerhalb des Geltungsbereiches des Rechtes der Europäischen Union ansässig sind .",to pass on,translate English to German with idiom: Only with your explicit consent do we pass on personal information to third parties ( e.g.,<pad> Idiom: Nur mit Ihrer ausdrücklichen Zustimmung geben wir personenbezogene Daten an Dritte weiter ( z.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
486,"Bastian Pastewka said this about his sitcom : “ To those who ask : ‘ Did all of that really happen to him ? ’ I would like to say : No , not everything !","„ Denen , die sich fragen : ‚ Ist dem das alles wirklich passiert ? ’ möchte ich sagen : Nein , nicht alles !",i say !,"translate English to German with idiom: Bastian Pastewka said this about his sitcom : “ To those who ask : ‘ Did all of that really happen to him ? ’ I would like to say : No , not everything !","<pad> Idiom: Bastian Pastewka sagte dies über seine Sitzung : „ Denjenigen, die fragen : „ Haben all das wirklich mit ihm passiert?“ Ich möchte sagen : Nein, nicht alles!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
487,"Unlimited use of all Riederalp , Bettmeralp , Fiescheralp mountain railways and on the train route from Mörel to Fiesch . The pass is valid in the summer season .","Freie Fahrt auf allen Bergbahnen Riederalp , Bettmeralp und Fiesch-Eggishorn u. MGB Strecke Mörel-Betten Talstation - Fiesch .",to pass on,"translate English to German with idiom: Unlimited use of all Riederalp , Bettmeralp , Fiescheralp mountain railways and on the train route from Mörel to Fiesch . The pass is valid in the summer season .",<pad> Der Pass ist in der Sommersaison gültig.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
488,"Nevertheless , I would be interested to know what the Commission 's view is in relation to this article , and whether it considers that the Czech Republic has respected it .","Aber mich würde doch interessieren , wie sich die Kommission zu diesem Artikel äußert , und ob sie glaubt , dass sich die Tschechische Republik an diesen Artikel gehalten hat .",to be in the know,"translate English to German with idiom: Nevertheless , I would be interested to know what the Commission 's view is in relation to this article , and whether it considers that the Czech Republic has respected it .","<pad> Idiom: Dennoch würde ich gern wissen, welche Ansicht die Kommission in Bezug auf diesen Artikel hat, und ob sie der Ansicht ist, dass die Tschechische Republik ihn respektiert hat.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
489,For those of you who are within reach you are very welcome to pass by on the Fjällräven stand .,"Wer also in der Nähe ist , soll gerne vorbeischauen – unser Land Rover wird auch da sein .",to pass on,translate English to German with idiom: For those of you who are within reach you are very welcome to pass by on the Fjällräven stand .,"<pad> Idiom: Für diejenigen von Ihnen, die in Reichweite sind, sind Sie herzlich willkommen, auf dem Fjällräven Stand vorbeizufahren.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
490,"However , ladies and gentlemen , it is important to go that extra mile and secure an integrated European system to deal with all the EU 's external borders .","Doch , meine Damen und Herren , wir müssen noch weiter gehen und ein integriertes europäisches System errichten , um alle Außengrenzen der EU einzubeziehen .",to go the extra mile,"translate English to German with idiom: However , ladies and gentlemen , it is important to go that extra mile and secure an integrated European system to deal with all the EU 's external borders .","<pad> Idiom: Aber es ist wichtig, meine Damen und Herren, jedoch, meine Damen und Herren, ein integriertes europäisches System zu sichern, um alle Außengrenzen der EU zu bewältigen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
491,"If you require medical information about therapy opportunities , we can pass on your query to a qualified physician .","Falls Sie eine medizinische Auskunft über Therapiemöglichkeiten benötigen , werden wir Ihre Anfrage an einen zugelassenen Arzt weiterleiten .",to pass on,"translate English to German with idiom: If you require medical information about therapy opportunities , we can pass on your query to a qualified physician .","<pad> idiom: Wenn Sie medizinische Informationen über Therapiemöglichkeiten benötigen, können wir Ihre Anfrage an einen qualifizierten Arzt weiterleiten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
492,"And how can we believe , in this day and age , that it will be possible to find the Lit 25 000 billion needed to build the Brenner tunnel , a tunnel that will moreover serve absolutely no good purpose ?","Aber wie kann man daran glauben , daß in der heutigen Zeit 25 Billionen Lire für den Bau des Brennertunnels aufgebracht werden können , der zudem vollkommen unnütz ist ?",in this day and age,"translate English to German with idiom: And how can we believe , in this day and age , that it will be possible to find the Lit 25 000 billion needed to build the Brenner tunnel , a tunnel that will moreover serve absolutely no good purpose ?","<pad> Und wie können wir heute glauben, dass es möglich sein wird, die 25 000 Milliarden Lit, die für den Brenner-Tunnel benötigt werden, zu finden, ein Tunnel, der übrigens absolut keinen guten Zweck hat?</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
493,"In a nutshell , H.264 is suited to any platform — handheld to high def .","Kurz und gut , H.264 ist für alle Plattformen geeignet - von unterwegs bis hochauflösend .",in a nutshell,"translate English to German with idiom: In a nutshell , H.264 is suited to any platform — handheld to high def .","<pad> Idiom: Kurz gesagt, H.264 ist für jede Plattform geeignet — Handheld bis High Def.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
494,"We treated him like Bosnia 's best negotiator , the torturer and dictator Milosevic ; well , now we tell him that it is also alright to keep the special forces to continue the deportation and ethnic cleansing of Albanians , but with all this the poor Albanian community is yearning for the old unforgotten Marshal Tito : need I say more !","Wir haben ihn , den Folterer und Diktator Milosevic , so behandelt , als sei er der beste Verhandlungspartner ; jetzt gehen wir hin und sagen ihm , daß es auch in Ordnung sei , Sondereinheiten zu unterhalten , um die Deportation und ethnische Säuberung von Albanern weiterzubetreiben ; all dies führt jedoch dazu , daß die arme albanische Gemeinschaft sich nach dem alten und unvergeßlichen Marschall Tito zurücksehnt : Damit ist alles gesagt .",i say !,"translate English to German with idiom: We treated him like Bosnia 's best negotiator , the torturer and dictator Milosevic ; well , now we tell him that it is also alright to keep the special forces to continue the deportation and ethnic cleansing of Albanians , but with all this the poor Albanian community is yearning for the old unforgotten Marshal Tito : need I say more !","<pad> Idiom: Wir haben ihn wie Bosniens bester Verhandlungsführer, Folterer und Diktator Milosevic behandelt ; ja, jetzt sagen wir ihm, daß es auch richtig ist, die Sonderkräfte beizubehalten, um die Deportation und ethnische Säuberung der Albaner fortzusetzen, aber mit all dem sehnt sich die arme albanische Gemeinschaft nach dem alten nicht vergessenen Marokk</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
495,That is why I would be interested to know what initiatives the Commission plans to take on judicial matters in the light of the most recent developments .,Deshalb würde mich interessieren : Was plant die Kommission im Bereich des Justizsystems in Anbetracht dieser neuesten Entwicklungen ?,to be in the know,translate English to German with idiom: That is why I would be interested to know what initiatives the Commission plans to take on judicial matters in the light of the most recent developments .,"<pad> Aus diesem Grund würde ich gern wissen, welche Initiativen die Kommission angesichts der jüngsten Entwicklungen in Justizfragen ergreifen will.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
496,"The annual campaigns since 1995 have brought neither residences nor fortifications to light , but instead monumental and megalithic circular configurations previously unknown , beyond any shadow of a doubt religious in function .","Die seit 1995 jährlich durchgeführten Grabungskampagnen erbrachten keine Wohnbebauung oder Befestigungen , sondern bislang unbekannte , monumentale , megalithische Kreisanlagen , an deren religiöser Funktion kaum Zweifel anzumelden sind .",beyond a shadow of a doubt,"translate English to German with idiom: The annual campaigns since 1995 have brought neither residences nor fortifications to light , but instead monumental and megalithic circular configurations previously unknown , beyond any shadow of a doubt religious in function .","<pad> Idiom: Die jährlichen Kampagnen seit 1995 haben weder Residenzen noch Befestigungen ans Licht gebracht, sondern monumentale und megalithische zirkuläre Konfigurationen, die zuvor unbekannt waren, unbestreitbar religiöser Art.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
497,"Research would indicate otherwise : it is actually the differences in culture and market structure that lie behind the legislative diversity which are to blame , but this is something which Mrs Larive 's report does not take up adequately .","Aus einer Studie ergibt sich , daß dies nicht der Fall ist . Die Unterschiede in den Rechtsvorschriften beruhen auf unterschiedlichen Kulturen und Marktstrukturen .",something &apos;s up .,"translate English to German with idiom: Research would indicate otherwise : it is actually the differences in culture and market structure that lie behind the legislative diversity which are to blame , but this is something which Mrs Larive 's report does not take up adequately .","<pad> Idiom: Untersuchungen deuten ansonsten darauf hin : Tatsächlich sind die Unterschiede in der Kultur und der Marktstruktur, die hinter der Gesetzgebungsvielfalt liegen, die Schuld zu tragen, aber das ist etwas, was Frau Larive in ihrem Bericht nicht angemessen aufgreift.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
