,en,de,en_idiom,de_idiom,en_task,de_translation_t5,de_translation_t5_trained
972,I would say let &apos;s hope it lasts !,"Ich würde sagen , wir hoffen , dass es reicht !",i say !,hören sie mal !,translate to german: I would say let &apos;s hope it lasts !,"<pad> Ich würde sagen, hoffentlich dauert es!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Ich würde sagen, wir hoffen, dass es reicht!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
973,You know that developing countries must be able to count on Europe in order to guarantee the legitimate rapid expansion of their own agriculture which is often the major sector in their economic development .,"Wie Sie wissen , müssen die Entwicklungsländer zur Sicherstellung des Aufschwungs ihrer eigenen Landwirtschaft , die oft den für ihre wirtschaftliche Entwicklung wichtigsten Sektor darstellt , auf Europa zählen können .",to be in the know,im bild / bilde sein,translate to german: You know that developing countries must be able to count on Europe in order to guarantee the legitimate rapid expansion of their own agriculture which is often the major sector in their economic development .,"<pad> Sie wissen, dass Entwicklungsländer auf Europa zählen müssen, um die legitime rasche Expansion ihrer eigenen Landwirtschaft zu gewährleisten, die oft der wichtigste Sektor ihrer wirtschaftlichen Entwicklung ist.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Sie wissen, dass Entwicklungsländer auf Europa zählen müssen, um eine legitime rasche Expansion ihrer eigenen Landwirtschaft zu garantieren, die oft der wichtigste Sektor für ihre wirtschaftliche Entwicklung ist.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
974,"In this way , we send a clear message to the Council that we believe that only in this way can unnecessary and unacceptable animal suffering which accompanies the development and sales of cosmetics be brought to an end .","Damit geben wir dem Rat insofern ein unmissverständliches Signal , als wir unseres Erachtens nur so das unnötige und nicht hinnehmbare Leid der Tiere beenden können , das der Entwicklung und Vermarktung von Kosmetika anhaftet .",to clear the way,den weg frei machen,"translate to german: In this way , we send a clear message to the Council that we believe that only in this way can unnecessary and unacceptable animal suffering which accompanies the development and sales of cosmetics be brought to an end .","<pad> Auf diese Weise senden wir dem Rat eine klare Botschaft, dass wir glauben, dass nur so unnötiges und inakzeptables Tierleid, das die Entwicklung und den Verkauf von Kosmetika begleitet, beendet werden kann.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Auf diese Weise schicken wir dem Rat eine klare Botschaft, dass nur so unnötigen und inakzeptablen tierischen Leiden, das mit der Entwicklung und Vermarktung von Kosmetiken einhergeht, beendet werden können.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
975,"Even in its lowest position , the seat surface should have a suspension depth of at least 1 cm .",Die Sitzfläche sollte auch in der untersten Höheneinstellung eine Sitztiefenfederung von mindestens 1 cm aufweisen .,have a seat .,setzen sie sich !,"translate to german: Even in its lowest position , the seat surface should have a suspension depth of at least 1 cm .",<pad> Auch in der niedrigsten Position sollte die Sitzoberfläche eine Fahrtiefe von mindestens 1 cm haben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,<pad> Auch in der untersten Höheneinstellung sollte die Sitzfläche eine Sitztiefenfederung von mindestens 1 cm aufweisen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
976,"Muse blend alternative , hard rock , progressive rock , classical music and electronica and are well known for their energetic and visually dazzling live performances . &#91; 3 &#93; On 16 – 17 June 2007 pics of Giai Polloni became the first band to sell out the newly built Wembley Stadium in London .",Das Album wurde auch von der Fachpresse matthew bellamy gaIa entsprechend gewürdigt .,to sell out,sich selbst untreu werden,"translate to german: Muse blend alternative , hard rock , progressive rock , classical music and electronica and are well known for their energetic and visually dazzling live performances . &#91; 3 &#93; On 16 – 17 June 2007 pics of Giai Polloni became the first band to sell out the newly built Wembley Stadium in London .","<pad> Muse blend alternative, hard rock, progressive rock, classical music and electronica.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",<pad> &#91; 3 &#93; Am 16. – 17. Juni 2007 wurden Bilder von Giai Polloni als erste Band zum Verkauf des neu erbauten Wembley Stadiums in London bekannt.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
977,"I believe that that is also what European democracy is all about , namely to pass on what we do in Europe to the national and regional parliaments .","Meines Erachtens gehört es auch zum Wesen der europäischen Demokratie , das , was wir in Europa tun , an die nationalen und regionalen Parlamente weiterzugeben .",to pass on,das zeitliche segnen,"translate to german: I believe that that is also what European democracy is all about , namely to pass on what we do in Europe to the national and regional parliaments .","<pad> Ich glaube, das ist auch das, worum es bei der europäischen Demokratie geht, nämlich das, was wir in Europa tun, an die nationalen und regionalen Parlamente weiterzugeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Ich glaube, das ist auch das, worum die europäische Demokratie geht, nämlich das, was wir in Europa tun, an die nationalen und regionalen Parlamente weiterzugeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
978,"A civil servant , obviously serving certain interests , failed to pass it on .","Ein Verwaltungsbeamter hat sie , offensichtlich , um bestimmten Interessen zu dienen , nicht weitergeleitet .",to pass on,das zeitliche segnen,"translate to german: A civil servant , obviously serving certain interests , failed to pass it on .","<pad> Ein Beamter, der offensichtlich bestimmten Interessen dient, hat es nicht weitergegeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Ein Verwaltungsbeamter hat sie, offensichtlich, um bestimmten Interessen zu dienen, nicht weitergeleitet.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
979,"The Carte Orange is non-transferrable , and therefore requires the user to provide information on the pass after the sale . Since 2008 , the Carte Orange is sold as refill of a &quot; Navigo Decouverte &quot; no contact pass .",Allerdings lassen sich viele Sehenswürdigkeiten bequem zu Fuß erreichen .,to pass on,das zeitliche segnen,"translate to german: The Carte Orange is non-transferrable , and therefore requires the user to provide information on the pass after the sale . Since 2008 , the Carte Orange is sold as refill of a &quot; Navigo Decouverte &quot; no contact pass .","<pad> Der Carte Orange ist nicht übertragbar und erfordert daher den Benutzer, nach dem Verkauf Informationen über den Pass zu geben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",<pad> Die Carte Orange ist nicht übertragbar und deshalb muss der Anwender Informationen über den Pass nach dem Verkauf geben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
980,This does not mean that we should not know what is happening and who is receiving the funds to be used in Iraq .,"Das bedeutet nicht , dass wir nicht wissen sollten , was da geschieht und wer die Mittel , die dem Irak zugute kommen sollen , überhaupt erhält .",to be in the know,im bild / bilde sein,translate to german: This does not mean that we should not know what is happening and who is receiving the funds to be used in Iraq .,"<pad> Das bedeutet nicht, dass wir nicht wissen sollten, was geschieht und wer die Mittel erhält, die im Irak verwendet werden sollen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Das bedeutet nicht, dass wir nicht wissen sollten, was da geschieht und wer die Mittel, die dem Irak zugute kommen sollen, überhaupt erhält.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
981,bjr me too have a key at orange 3g Cameroon more than I live in africa and I would like to know if I can be Connected to the Internet for free if so what are the parameters .,"bjr Ich habe auch eine Schlüsselrolle bei Orange 3G Kamerun mehr als ich in Afrika leben und ich würde gerne wissen , ob ich im Internet kostenlos angeschlossen werden kann , wenn ja , was sind die Parameter .",to be in the know,im bild / bilde sein,translate to german: bjr me too have a key at orange 3g Cameroon more than I live in africa and I would like to know if I can be Connected to the Internet for free if so what are the parameters .,"<pad> bjr auch mir haben einen Schlüssel in orange 3g Kamerun mehr als ich lebe in Afrika und ich möchte wissen, ob ich kostenlos mit dem Internet verbunden werden kann, wenn ja, welche Parameter.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> bjr Auch ich habe eine Schlüsselrolle bei Orange 3G Kamerun mehr als ich in Afrika leben und ich würde gerne wissen, ob ich im Internet kostenlos angeschlossen werden kann, wenn ja, was sind die Parameter.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
982,"In any case , the Commission undertakes from now on to pass to the Chairman of the Committee on Fisheries a copy of the report drawn up by the NAFO scientific council on the fish stocks situation .","Auf jeden Fall verpflichtet sich die Kommission , künftig dem Vorsitzenden des Fischereiausschusses eine Kopie des Berichts des Wissenschaftlichen Rates der NAFO über die Lage der Fischbestände zu übermitteln .",to pass on,das zeitliche segnen,"translate to german: In any case , the Commission undertakes from now on to pass to the Chairman of the Committee on Fisheries a copy of the report drawn up by the NAFO scientific council on the fish stocks situation .","<pad> Auf jeden Fall verpflichtet sich die Kommission ab sofort, dem Vorsitzenden des Ausschusses für Fischerei eine Kopie des vom NAFO-wissenschaftlichen Rat erstellten Berichts über die Fischbestände zu übermitteln.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Auf jeden Fall verpflichtet sich die Kommission, künftig dem Vorsitzenden des Fischereiausschusses eine Kopie des Berichts des Wissenschaftlichen Rates der NAFO über die Lage der Fischbestände zu übermitteln.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
983,"The main thing is to check how this revision could take place , because there is no reason to imagine that these texts are written in stone .","Wichtig wäre zu prüfen , wie diese Revision vonstatten gehen könnte , denn es besteht kein Grund , davon auszugehen , dieses Dokument sei gleichsam für die Ewigkeit in Marmor gemeißelt .",written in stone,in stein gemeißelt,"translate to german: The main thing is to check how this revision could take place , because there is no reason to imagine that these texts are written in stone .","<pad> Hauptsächlich ist es, zu überprüfen, wie diese Revision erfolgen könnte, denn es gibt keinen Grund, sich vorzustellen, dass diese Texte in Stein geschrieben sind.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Das Wichtigste wäre zu prüfen, wie diese Revision vonstatten gehen könnte, denn es besteht kein Grund, davon auszugehen, dieses Dokument sei gleichsam für die Ewigkeit in Marmor gemeißelt.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
