,en,de,en_idiom,en_task,existing_task_finetuned
438,"My audience was , and this is striking in this day and age , attentive , interested , and also unperturbed .","Meine Zuhörer waren - und das ist heutzutage erstaunlich - aufmerksam , interessiert und auch ruhig .",in this day and age,"translate English to German: My audience was , and this is striking in this day and age , attentive , interested , and also unperturbed .","<pad> Mein Publikum war, und das ist in der heutigen Zeit auffällig, aufmerksam, interessiert und auch unperturblich.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
440,"As a long-timer with WST I can only say : keep on going , everything is great !","Als Alteingesessener kann ich nur sagen : Organisation tipp tip , bitte weiter so !",i say !,"translate English to German: As a long-timer with WST I can only say : keep on going , everything is great !","<pad> Als langjähriger WST-Betreiber kann ich nur sagen : Steht weiter, alles ist schön!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
441,"I will , nevertheless , pass this on to the Bureau .",Ich werde das aber trotzdem dem Präsidium vortragen .,to pass on,"translate English to German: I will , nevertheless , pass this on to the Bureau .",<pad> Das werde ich jedoch an das Präsidium weiterleiten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
442,"Let us simply clear everyone out of the buildings , lock the door , throw away the key and give that EUR 1.7 billion back to the citizens who have earned it with their own blood , sweat and tears .","Verlassen wir einfach alle die Gebäude , verschließen wir die Türen , werfen wir die Schlüssel weg und geben wir den Bürgerinnen und Bürgern die 1,7 Milliarden EUR zurück , die sie im Schweiße ihres Angesichts verdient haben .",to sweat blood,"translate English to German: Let us simply clear everyone out of the buildings , lock the door , throw away the key and give that EUR 1.7 billion back to the citizens who have earned it with their own blood , sweat and tears .","<pad> Lassen Sie uns alle einfach aus den Gebäuden herausholen, die Tür versperren, den Schlüssel wegwerfen und den Bürgern, die ihn mit ihrem eigenen Blut, Schweiß und Tränen verdient haben, die 1,7 Milliarden Euro zurückgeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
444,We therefore need to transcend national differences and take the heat out of the debate in order to develop a humane and effective European immigration policy .,"Nationale Differenzen müssen deshalb überwunden und die Debatte muss versachlicht werden , um eine menschliche und wirksame europäische Einwanderungspolitik zu entwickeln .",to take the heat,translate English to German: We therefore need to transcend national differences and take the heat out of the debate in order to develop a humane and effective European immigration policy .,"<pad> Wir müssen daher die nationalen Unterschiede überwinden und die Debatte ausgiebigen, um eine humane und wirksame europäische Einwanderungspolitik zu entwickeln.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
445,"Nobody can pass on all of their experience to others , and therefore nothing can be done without institutions .","Niemand kann alle seine Erfahrungen an andere weitergeben , und deshalb kann nichts ohne Institutionen getan werden . """,to pass on,"translate English to German: Nobody can pass on all of their experience to others , and therefore nothing can be done without institutions .",<pad> Niemand kann ihre Erfahrung an andere weitergeben und deshalb kann man ohne Institutionen nichts getan werden.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
446,We NEVER pass personal data on to other companies .,Persönliche Daten werden von uns NICHT an andere Unternehmen weitergegeben .,to pass on,translate English to German: We NEVER pass personal data on to other companies .,<pad> Wir geben Ihre personenbezogenen Daten niemals an andere Firmen weiter.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
447,I do not know whether there are Members in the House from Germany who would be prepared to enter into a wager with me about whether presumptive German taxpayers would be supporting Opel in this way if such an important election were not taking place in ten days ' time .,"Ich weiß nicht , ob es hier Kolleginnen und Kollegen aus Deutschland gibt , die mit mir eine Wette eingehen würden , ob Opel in dieser Form durch den präsumtiven deutschen Steuerzahler gestützt worden wäre , wenn nicht in zehn Tagen ein so wichtiger Urnengang anstünde .",to be in the know,translate English to German: I do not know whether there are Members in the House from Germany who would be prepared to enter into a wager with me about whether presumptive German taxpayers would be supporting Opel in this way if such an important election were not taking place in ten days ' time .,"<pad> Ich weiß nicht, ob es Abgeordnete aus Deutschland im Parlament gibt, die bereit sind, mit mir zu setzen, ob die angeblichen deutschen Steuerzahler Opel so unterstützen würden, wenn keine so wichtigen Wahlen in zehn Tagen nicht stattfinden würden.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
448,"As a result , I am not in a position to pass an opinion on what might happen in the future and on the actions which Serbia might or might not take in relation to Kosovo .","Infolgedessen kann ich nicht dazu Stellung nehmen , was in Zukunft geschehen könnte und was Serbien in Bezug auf Kosovo unter Umständen unternehmen oder auch nicht unternehmen könnte .",to pass on,"translate English to German: As a result , I am not in a position to pass an opinion on what might happen in the future and on the actions which Serbia might or might not take in relation to Kosovo .","<pad> Deshalb kann ich mich nicht darüber äußern, was in Zukunft passieren könnte, und auch nicht über die Maßnahmen, die Serbien im Kosovo ergreifen könnte oder nicht.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
449,"38 Now it came to pass that Moroni marched forth on the morrow , and came upon the Lamanites , insomuch that they did slay them with a great slaughter ; and they did drive them out of the land ; and they did flee , even that they did not return at that time against the Nephites .","38 Nun begab es sich : Moroni marschierte am nächsten Tag aus und kam über die Lamaniten , so daß sie sie in einer großen Schlacht erschlugen ; und sie verjagten sie aus dem Land ; und sie flohen , ja , so daß sie zu jener Zeit nicht mehr gegen die Nephiten zurückkehrten .",to pass on,"translate English to German: 38 Now it came to pass that Moroni marched forth on the morrow , and came upon the Lamanites , insomuch that they did slay them with a great slaughter ; and they did drive them out of the land ; and they did flee , even that they did not return at that time against the Nephites .","<pad> 38 Nun begab es sich : Als Moroni am nächsten Tag hinabmarschierte und über die Lamaniten kam, so daß sie sie mit a großem Schlachtzug töteten ; und sie jagten sie aus dem Land ; und sie flohen, auch wenn sie damals nicht gegen die Nephiten kehrten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
451,"In pulse turbocharged commercial diesel engines , twin-entry turbines allow exhaust gas pulsations to be optimised , because a higher turbine pressure ratio is reached in a shorter time .",Bei stoßaufgeladenen Nutzfahrzeugmotoren werden die Abgaspulsationen durch die Verwendung von Zwillingsstromturbinen nahezu ideal genutzt . Durch die Pulsationen wird kurzfristig ein höheres Druckverhältnis der Turbine erreicht .,to be a gas,"translate English to German: In pulse turbocharged commercial diesel engines , twin-entry turbines allow exhaust gas pulsations to be optimised , because a higher turbine pressure ratio is reached in a shorter time .","<pad> Bei Puls turboaufladbaren Nutzmotoren lassen sich Abgaspulsationsprozesse optimieren, weil ein höheres Turbine-Druckverhältnis kürzer erreicht wird.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
452,"We expect the European Union institutions to pull together , and we call on the Commission to actively support the efforts of the European Parliament and its President , Mr Poettering , to revitalise the EMPA .","Wir erwarten , dass die Organe der Europäischen Union zusammenarbeiten , und wir fordern die Kommission zur aktiven Unterstützung der Bemühungen des Europäischen Parlaments und seines Präsidenten , Herrn Pöttering , um eine Neubelebung der PVEM auf .",to pull together,"translate English to German: We expect the European Union institutions to pull together , and we call on the Commission to actively support the efforts of the European Parliament and its President , Mr Poettering , to revitalise the EMPA .","<pad> Wir erwarten von den Institutionen der Europäischen Union einen Zusammenhalt, und die Kommission bitten wir, die Bemühungen des Europäischen Parlaments und seines Präsidenten, Herrn Poettering, zur Wiederbelebung der EPA wirksam zu unterstützen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
453,"Around the world a global movement is building to raise the bar of ambition ahead of the crucial climate negotiations in Copenhagen , December 2009 .",Ein neue weltweite Bewegung ist im Entstehen und kämpft für ein ehrgeigiges Abkommen an der entscheidenden Klimakonferenz in Kopenhagen im Dezember 2009 .,to raise the bar,"translate English to German: Around the world a global movement is building to raise the bar of ambition ahead of the crucial climate negotiations in Copenhagen , December 2009 .","<pad> Auf der ganzen Welt baut eine globale Bewegung auf, um die Ambitionen vor den entscheidenden Klimaverhandlungen in Kopenhagen im Dezember 2009 noch höher zu legen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
454,"So take action and put aside half-measures , put aside evasiveness , forget about investments , pipelines , oil and gas , and remember for once that you wish to be known as a democratic institution , a democratic organisation , the European Union .","Werden Sie aktiv , und lassen Sie die halbherzigen Maßnahmen , lassen Sie die Ausflüchte , vergessen Sie die Investitionen , die Pipelines , das Erdöl und das Erdgas , und bedenken Sie endlich einmal , daß Sie eine demokratische Institution , eine demokratische Organisation , Europäische Union , genannt werden wollen .",to be a gas,"translate English to German: So take action and put aside half-measures , put aside evasiveness , forget about investments , pipelines , oil and gas , and remember for once that you wish to be known as a democratic institution , a democratic organisation , the European Union .","<pad> Also handeln Sie und halbe Maßnahmen beiseite, nehmen Sie Vorsicht beiseite, vergessen Sie Investitionen, Pipelines, Erdöl und Gas, vergessen Sie einmal, daß Sie als demokratische Institution, demokratische Organisation, Europäische Union bekannt sein wollen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
