,en,de,en_idiom,de_idiom,en_task,de_translation_t5
559,"Here in the House , however , we have a situation whereby every year in the budget process we have to fight for funding cuts not to be implemented , just to hold on to the previous year &apos;s funding levels .","Wir haben allerdings hier im Haus die Situation , daß wir jährlich im Rahmen des Haushaltsverfahrens darum kämpfen müssen , daß die Mittelkürzungen nicht umgesetzt werden , sondern daß wir zumindest den Vorjahresstand haben .",to be on hold,auf eis liegen,"translate to german: Here in the House , however , we have a situation whereby every year in the budget process we have to fight for funding cuts not to be implemented , just to hold on to the previous year &apos;s funding levels .","<pad> Hier im Haus haben wir jedoch eine Situation, in der wir jedes Jahr im Haushalts"
560,"Along with nourishing the skin , the high temperatures also cause the skin &apos;s 2 million eccrine glands to excrete sweat to cool down the skin and blood capillaries . Research has shown that sweat is much more effective than water at emulsifying fat located in the skin &apos;s sebaceous glands , and thus at removing the sebum and bacteria lodged in the fat .","Die Abfolge von Hitze mit dem anschließenden Kaltbad entspannt die Muskulatur und hat neben einigen physiologischen Effekten wie der Senkung des Blutdruck s , Anregung des Kreislauf s , des Stoffwechsel s , des Immunsystem s und der Atmung vor allem auch eine wohltuende Auswirkung auf das subjektive Wohlbefinden .",to sweat blood,blut und wasser schwitzen,"translate to german: Along with nourishing the skin , the high temperatures also cause the skin &apos;s 2 million eccrine glands to excrete sweat to cool down the skin and blood capillaries . Research has shown that sweat is much more effective than water at emulsifying fat located in the skin &apos;s sebaceous glands , and thus at removing the sebum and bacteria lodged in the fat .","<pad> Auch die hohen Temperaturen führen dazu, dass die 2 Millionen Ekkrinedrü"
561,Hotel owners help you for rental services as well as information about places to go .,The shuttle to the airport was great .,to go places,es zu etwas bringen,translate to german: Hotel owners help you for rental services as well as information about places to go .,<pad> Die Hotelbesitzer helfen Ihnen bei der Vermietung von Dienstleistungen und Informationen über die
562,"Moreover , an existing pipeline network implies that this conventional gas can be brought to Europe at a low marginal cost .",Zudem sind die Grenzkosten für den Transport dieses konventionellen Gases nach Europa aufgrund des vorhandenen Erdgasröhrennetzes niedrig .,to be a gas,zum brüllen sein,"translate to german: Moreover , an existing pipeline network implies that this conventional gas can be brought to Europe at a low marginal cost .","<pad> Darüber hinaus bedeutet ein existierendes Pipelinenetz, dass dieses konventionelle Gas"
563,"Those who go to such places don &apos;t discover a new world , they create their own .","Sie entdecken keine neue Welt , sondern bauen sich ihre eigene .",to go places,es zu etwas bringen,"translate to german: Those who go to such places don &apos;t discover a new world , they create their own .","<pad> Diejenigen, die an solche Orte gehen, entdecken keine neue Welt, sondern"
564,"We can only welcome the effective role played by our Ministers for Foreign Affairs and by the diplomats in the area , a role which , without a shadow of a doubt , has led to the prisoners &apos; imminent release .","Man begrüße die wirksame Rolle , die unsere Außenminister und die Diplomaten vor Ort gespielt haben und die nun auf die baldige Freilassung hoffen lässt .",without a shadow of a doubt,vollkommen außer zweifel,"translate to german: We can only welcome the effective role played by our Ministers for Foreign Affairs and by the diplomats in the area , a role which , without a shadow of a doubt , has led to the prisoners &apos; imminent release .",<pad> Wir können nur die effektive Rolle unserer Außenminister und der Diplomaten in der Region begrüß
565,The Dutch Public Prosecutor is involved in this matter and so it is completely premature on the part of this Parliament to pass a verdict on the incident at this stage .,"Die niederländische Staatsanwaltschaft ist tätig geworden , und insofern ist es für dieses Parlament völlig voreilig , jetzt darüber zu urteilen . Dazu sind wir meiner Auffassung nach überhaupt noch nicht imstande .",to pass on,das zeitliche segnen,translate to german: The Dutch Public Prosecutor is involved in this matter and so it is completely premature on the part of this Parliament to pass a verdict on the incident at this stage .,<pad> Die niederländische Staatsanwaltschaft ist in dieser Angelegenheit impli
566,Place your cursor on the marks to display the FRENCH Riviera PASS partners .,Positionieren Sie den Cursor auf die Markierungen für den French Riviera Pass .,to pass on,das zeitliche segnen,translate to german: Place your cursor on the marks to display the FRENCH Riviera PASS partners .,"<pad> Schalten Sie Ihren Cursor auf die Punkte, um die FRENCH Riviera"
567,"There will not be much time for discussion but in my opinion we need to know what the US wants , what we want and to reach an agreement .","Es wird nicht viel Zeit für Diskussionen geben , aber ich bin der Meinung , dass wir erfahren müssen , was die USA möchten , was wir möchte , und dass wir eine Einigung erzielen müssen .",to be in the know,im bild / bilde sein,"translate to german: There will not be much time for discussion but in my opinion we need to know what the US wants , what we want and to reach an agreement .","<pad> Es wird nicht viel Zeit für Diskussionen geben, aber meiner Meinung nach müssen wir wissen,"
568,Then order the new Carnival DVD to have already a look around and to plan the vacation !,"Dann fordern Sie doch Carnival auf DVD an , um sich schon einmal umzuschauen !",to have a look around,um sich schauen,translate to german: Then order the new Carnival DVD to have already a look around and to plan the vacation !,"<pad> Dann bestellen Sie die neue Karneval-DVD, um sich schon einmal umzusehen"
569,"As Leila Shahid , the General Delegate for the Palestinian Authority said today : ‘ It takes two to tango ’ .","Wie Leila Shahid , die Vertreterin der palästinensischen Autonomiebehörde , heute sagte : „ Es gehören immer zwei dazu “ .",it takes two to tango .,zum tango gehören immer zwei .,"translate to german: As Leila Shahid , the General Delegate for the Palestinian Authority said today : ‘ It takes two to tango ’ .","<pad> Wie Leila Shahid, der Generaldelegierte der Palästinens"
570,"Bronze membership entitles you to one personalised annual admission pass , to information on our activities , to invitations to art openings and the annual Friends event as well as to discounts on all catalogues of our exhibitions .","Als Mitglied des Bronzerings erhalten Sie eine persönliche Jahres-Eintrittskarte , unsere Programminfomationen , Einladungen zu den Vernissagen und zum jährlichen Freundeskreisanlass sowie Preisreduktionen auf allen Katalogen unserer Ausstellungen .",to pass on,das zeitliche segnen,"translate to german: Bronze membership entitles you to one personalised annual admission pass , to information on our activities , to invitations to art openings and the annual Friends event as well as to discounts on all catalogues of our exhibitions .",<pad> Die Bronze-Mitgliedschaft berechtigt Sie zu einer personalisierten jährlichen Eintrittskarte
571,"Our main aim is to be able to pass on our passion for a sport like surfing , and that anyone can appreciate this for themselves and take away with them everything that surfing can begin to offer them .","In der Kaboti Surf Schule garantieren wir eine persönliche Betreuung und dass das Erlernen dieses Sport ein sicheres Vergnügen ist . Unser wichtigstes Ziel ist es , unsere Leidenschaft für einen Sport wie das Surfen vermitteln zu können , damit jeder Einzelne diese für sich selbst entdeckt und so erfährt , was das Surfen einem persönlich geben kann .",to pass on,das zeitliche segnen,"translate to german: Our main aim is to be able to pass on our passion for a sport like surfing , and that anyone can appreciate this for themselves and take away with them everything that surfing can begin to offer them .","<pad> Unser Hauptziel ist es, unsere Leidenschaft für einen Sport wie das Surfen weiterzugeben"
572,"For example , in agriculture and fishing , it makes no sense to fund economic development plans with one hand and close the door on products from developing countries with the other .","Es ergibt zum Beispiel keinen Sinn , wirtschaftliche Entwicklungspläne in der Landwirtschaft und in der Fischerei zu finanzieren , und gleichzeitig den Markt für Exporte aus den Entwicklungsländern zu schließen .",to close the door,die tür hinter sich zumachen,"translate to german: For example , in agriculture and fishing , it makes no sense to fund economic development plans with one hand and close the door on products from developing countries with the other .","<pad> Zum Beispiel in der Landwirtschaft und in der Fischerei macht es keinen Sinn,"
