,en,de,en_task,existing_task_with_suffix_translations
218,"The latest political events did not necessarily make things easier , and I would therefore like you to pass on our gratitude , both to the authorities and to the people of your country .","Die aktuellen politischen Ereignisse machten die Dinge nicht notwendigerweise leichter , und ich möchte Sie daher bitten , unsere Dankbarkeit sowohl an die Behörden als auch an die Menschen in Ihrem Land weiterzugeben .","translate English to German: The latest political events did not necessarily make things easier , and I would therefore like you to pass on our gratitude , both to the authorities and to the people of your country .","<pad> Die jüngsten politischen Ereignisse haben die Dinge nicht unbedingt erleichtert, und deshalb bitte ich Sie, unseren Dank sowohl den Behörden als auch den Menschen in Ihrem Land zu übermitteln.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
219,Who did you pass them on to ?,An wen wurden sie weitergegeben ?,translate English to German: Who did you pass them on to ?,<pad> Wer haben Sie sie an Dritte weitergeleitet?</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
220,bin I have only four words to say : MA-GNI-FI-QUE !,bin ich habe nur vier Worte zu sagen : MA-GNI-FI-QUE !,translate English to German: bin I have only four words to say : MA-GNI-FI-QUE !,<pad> bin Ich habe nur vier Worte zu sagen : MA-GNI-FI-QUE!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
222,"For this reason , the way things have come to pass on this occasion cannot serve as a template for future legislative processes .","Deswegen kann das , was hier geschehen ist , nicht als Vorbild für weitere Gesetzgebungen dienen .","translate English to German: For this reason , the way things have come to pass on this occasion cannot serve as a template for future legislative processes .","<pad> Aus diesem Grund kann der Weg, wie er heutzutage passiert ist, nicht als Vorlage für künftige Gesetzgebungsverfahren dienen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
224,"When you see someone in the street who you know , it can sometimes be awkward ; but to exchange glances , smile slightly and raise eyebrows to each other is usually enough .","Wenn Du auf der Straße jemanden siehst , den Du kennst , fühlst Du Dich vielleicht etwas unangenehm , aber es wird reichen , einen kurzen Blick auszutauschen und sich anzulächeln .","translate English to German: When you see someone in the street who you know , it can sometimes be awkward ; but to exchange glances , smile slightly and raise eyebrows to each other is usually enough .","<pad> Wenn du jemanden in der Straße sehest, den du weißst, kann es manchmal schwierig sein, Blicke auszutauschen, leicht zu lachen und einander die Augen vorzuschieben, ist meist genug.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
225,17 But it came to pass that on the morrow they did return .,17 Es begab sich aber : Am nächsten Tag kehrten sie zurück .,translate English to German: 17 But it came to pass that on the morrow they did return .,<pad> 17 Aber es begab sich : Am nächsten Tag kehrten sie aber zurück.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
226,&quot; Their actions speak so loudly that I can not hear what you say .,"&quot; Ihre Taten sprechen so laut , dass ich nicht hören können , was Sie sagen .",translate English to German: &quot; Their actions speak so loudly that I can not hear what you say .,"<pad> Ihre Taten sprechen so laut, dass ich nicht hören kann, was Sie sagen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
227,"We stress this fact at every given opportunity , yet unfortunately as soon as money is involved , nationalist sentiments come to the fore .","Und das wird ja auch bei jeder beliebigen Gelegenheit betont , doch sobald es um Geld geht , stehen leider nationale Gefühle im Vordergrund .","translate English to German: We stress this fact at every given opportunity , yet unfortunately as soon as money is involved , nationalist sentiments come to the fore .","<pad> Wir unterstreichen dies bei jeder gegebenen Gelegenheit, und dennoch kommen leider, sobald Geld in die Hand genommen wird, die nationalistischen Stimmungen in den Vordergrund.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
228,At stake is the legacy of bioversity that we pass on to future generations .,"Wie diskutieren hier einen sehr wichtigen Bericht , in dem es unter anderem um das Erbe bezüglich der Artenvielfalt geht , das unsere Generation den kommenden Generationen hinterläßt .",translate English to German: At stake is the legacy of bioversity that we pass on to future generations .,"<pad> Das Erbe der Bioversität steht auf dem Spiel, das wir künftigen Generationen hinterlassen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
229,"Although the courts continue to pass death sentences , the Republic of Korea has maintained a moratorium on executions since 1997 .","Obwohl die Gerichte immer noch Todesurteile aussprechen , besteht in der Republik Korea seit 1997 ein Moratorium für Hinrichtungen .","translate English to German: Although the courts continue to pass death sentences , the Republic of Korea has maintained a moratorium on executions since 1997 .","<pad> Obwohl die Gerichte weiterhin Todesurteile fällen, hält die Republik Korea seit 1997 ein Moratorium für Hinrichtungen fest.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
230,"Your standard metro pass operates on Metro , bus , Nitbus , and also the Ferrocarril to Montjuïc .","Das normale Metro-Ticket ist in allen Metros , Bussen , Nachtbussen , Trams und auch im &quot; Funicular &quot; zum Montjuïc gültig .","translate English to German: Your standard metro pass operates on Metro , bus , Nitbus , and also the Ferrocarril to Montjuïc .","<pad> Ihren Standard-Metro-Pass benutzt Metro, Bus, Nitbus und auch den Ferrocarril nach Montju<unk> c.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
231,"on behalf of the PPE-DE Group . - ( PT ) Madam President , you probably did not hear what I said .",im Namen der PPE-DE-Fraktion . - ( PT ) Frau Präsidentin ! Möglicherweise haben Sie mich nicht richtig verstanden .,"translate English to German: on behalf of the PPE-DE Group . - ( PT ) Madam President , you probably did not hear what I said .","<pad> im Namen der PPE-DE-Fraktion. - ( PT ) Frau Präsidentin! Wahrscheinlich haben Sie nicht gehört, was ich gesagt habe.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
232,"When , in a world of imponderables , the first small steps on the way to success are clear to you , then it is the Vienna School of Organizational Consulting .","Wenn Ihnen in einer Welt voller Unwägbarkeiten klar wird , welcher erste kleine Schritt auf den Weg zum Erfolg führt : Dann ist es die Wiener Schule der Organisationsberatung .","translate English to German: When , in a world of imponderables , the first small steps on the way to success are clear to you , then it is the Vienna School of Organizational Consulting .","<pad> Wenn Ihnen die ersten kleinen Schritte auf dem Weg zum Erfolg klar sind, dann ist es die Wiener Schule für Organisationsberatung.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
233,ZENDOME.shop will only pass on your personal data to third parties if this has been authorized in writing .,"ZENDOME.shop gibt personenbezogenen Daten nur dann an Dritte weiter , wenn zuvor in die Weitergabe eingewilligt wurde .",translate English to German: ZENDOME.shop will only pass on your personal data to third parties if this has been authorized in writing .,"<pad> ZENDOME.shop gibt Ihre personenbezogenen Daten nur weiter, wenn diese schriftlich genehmigt worden sind.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
234,"It has since become clear that German wind energy did absolutely nothing to help bring this calamity to pass , since the wind on that day was quite normal .","Mittlerweile ist ja klar geworden , dass die Windenergie in Deutschland überhaupt nichts zur Katastrophe beigetragen hat , denn es war ein normaler Windtag .","translate English to German: It has since become clear that German wind energy did absolutely nothing to help bring this calamity to pass , since the wind on that day was quite normal .","<pad> Es ist seitdem klar geworden, dass die deutsche Windenergie nichts dazu beigetragen hat, dieses Unglück zu überwinden, denn der Wind war an diesem Tag ganz normal.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
