,en,trans,de,en_idiom,Wrong
209,Cheap and Cheerful style hotel ; good value and very friendly staff . Big room with kitchenette ., The location to Ibiza town was great.,Die Lage zu Ibiza Stadt war super .,cheap and cheerful,x
210,"The Hotel Lido Giovanna is between the little lodges to Loano that enviable position can boast one without a shadow of doubt : close at the same time to the railway station and the historical center , with the vetrate ones of it knows it from lunch that they show oneself directly on the sea and the walk of Loano .","The Hotel Lido Giovanna is between the small huts to Loano, which can boast an enviable position without a shadow of a doubt: end at the same time to the railway station and the historical center, with which vetrate one of him knows it from the lunch that she directly on the Showing itself to the sea and the path of Loano.","Das Hotel Lido Giovanna ist zwischen den kleinen Hütten zu Loano , dem enviable Position ein ohne einen Schatten des Zweifels sich rühmen kann : Ende gleichzeitig zum Bahnhof und zur historischen Mitte , mit dem vetrate eine von ihm kennt es vom Mittagessen , das sie direkt auf dem Meer und dem Weg von Loano sich zeigen .",without a shadow of a doubt,
211,"Once there , we embark on a trek of two days with Harri and guide our pseudo Valerio ( I say pseudo because we had no information about !"," Once there , we boarded on a hike of two days with Harri and accompany our pseudo Valerio ( I say pseudo because we had no information about !","Dort angekommen , haben wir auf einer Wanderung von zwei Tagen mit Harri Bord und begleiten unsere pseudo Valerio ( ich sage pseudo weil wir keine Informationen über hatte !",i say !,
212,"In those days , military factors were given priority over the transport of people and goods ."," At that time, military considerations took precedence over the logic of passenger and freight traffic.",Die militärischen Erwägungen hatten damals Vorrang vor der Logik des Personen- und Güterverkehrs .,those were the days .,
213,If required we might pass your personal information on to third party companies but only if required for creditworthiness checks .," For the purpose of credit checking and creditworthiness monitoring, the data may be passed on to business information services.",Zum Zwecke der Kreditprüfung und Bonitätsüberwachung erfolgt evtl. die Weitergabe der Daten an Wirtschaftsinformationsdienste .,to pass on,
214,"We are giving all the signals we can to organisations like the UNHCR , and also to other donors , to try and get well organised , as you can hear from what I have said ."," As you can see from what I said , we are trying to give signals to organizations like UNHCR and other donors .","Wie Sie meinen Ausführungen entnehmen können , versuchen wir , für Organisationen wie das UNHCR und andere Geber entsprechende Signale zu setzen .",i hear you .,
215,Only in this way will NGOs representing different political groups and their views come to the fore .,This is the only way that non-governmental organizations representing different political groups and views come into focus.,"Nur so kommen nichtstaatliche Organisationen , die unterschiedliche politische Gruppierungen und Anschauungen repräsentieren , ins Blickfeld .",to come to the fore,
216,"It seems to me that , in Europe , we have a wonderful opportunity to look around and see what exactly best serves the public interest .", It seems to me that we have a wonderful opportunity in Europe to look around and see exactly what is best in the public interest .,"Mir scheint , wir haben in Europa eine wunderbare Gelegenheit , uns umzuschauen und zu sehen , was genau dem öffentlichen Interesse am besten dient .",to have a look around,
217,The Spring Council tomorrow needs to bite the bullet and name and shame those Member States who have failed to open up their gas markets .," At tomorrow 's spring meeting , the Council must bite the bullet and name the Member States that have not opened their gas markets .","Auf der morgigen Frühjahrstagung muss der Rat in den sauren Apfel beißen und die Mitgliedstaaten , die ihre Erdgasmärkte nicht geöffnet haben , beim Namen nennen .",to bite the bullet,
218,"As you know , the allocation of frequencies is due to be consolidated in 2003 .","As you know , the allocation of frequencies depends on its consolidation in 2003 .","Wie Sie wissen , hängt die Zuteilung von Frequenzen von seiner Konsolidierung gerade im Jahre 2003 ab .",to be in the know,
219,This is Europe ’ s headscarf debate in a nutshell ., This would briefly outline the European headscarf debate.,Damit wäre die europäische Kopftuchdebatte kurz umrissen .,in a nutshell,
220,"When , having left behind Angarsk pass , you abrupt bends direct to the sea , the first on its coast you will be met by embellished Alushta who in 2002 has noted the centenary .","If , having left behind the Angarsk pass , be guided by abrupt turns on the sea , the first on its coast you will meet priukrasivzhajasja Alushta which has marked the centenary in 2002 .","Wenn , hinten den Angarsker Pass abgegeben , richten Sie sich von den steilen Kurven nach dem Meer , von erstem auf seiner KГјste Ihnen wird priukrassiwschajassja Aluschta begegnen , die das hundertjГ ¤ hrige JubilГ ¤ um in 2002 bemerkt hat .",to pass on,
221,"That , in a nutshell , is the fundamental eurozone dilemma : the periphery needs financing as it adjusts , while Germany , pointing to the post-euro experience , says that it cannot trust countries to reform once they get the money .","In short, the euro area's fundamental dilemma is this: the periphery needs finance for the period of adjustment, while Germany, citing post-euro experience, says it cannot trust countries to reform once they have the money .","Kurz gesagt besteht das grundlegende Dilemma des Euroraums darin : Die Peripherie braucht für die Zeit der Anpassung Finanzmittel , während Deutschland unter Hinweis auf die Erfahrungen nach der Euroeinführung meint , es könne nicht darauf vertrauen , dass Länder Reformen durchführen , wenn sie erst einmal das Geld haben .",in a nutshell,
